# file...... Feeder_2_Solar_80_triplex_meter.csv
# date...... Wed Apr 26 16:57:03 2023
# user...... JKLiu
# host...... (null)
# group..... groupid=tmeter
# property.. voltage_12
# limit..... 0
# interval.. 1800
# timestamp,R2-12-47-3_tm_336,R2-12-47-3_tm_334,R2-12-47-3_tm_350,R2-12-47-3_tm_426,R2-12-47-3_tm_427,R2-12-47-3_tm_335,R2-12-47-3_tm_403,R2-12-47-3_tm_404,R2-12-47-3_tm_405,R2-12-47-3_tm_433,R2-12-47-3_tm_428,R2-12-47-3_tm_332,R2-12-47-3_tm_406,R2-12-47-3_tm_407,R2-12-47-3_tm_408,R2-12-47-3_tm_351,R2-12-47-3_tm_352,R2-12-47-3_tm_432,R2-12-47-3_tm_429,R2-12-47-3_tm_321,R2-12-47-3_tm_333,R2-12-47-3_tm_327,R2-12-47-3_tm_353,R2-12-47-3_tm_431,R2-12-47-3_tm_435,R2-12-47-3_tm_437,R2-12-47-3_tm_481,R2-12-47-3_tm_430,R2-12-47-3_tm_317,R2-12-47-3_tm_322,R2-12-47-3_tm_323,R2-12-47-3_tm_409,R2-12-47-3_tm_410,R2-12-47-3_tm_411,R2-12-47-3_tm_328,R2-12-47-3_tm_330,R2-12-47-3_tm_434,R2-12-47-3_tm_436,R2-12-47-3_tm_474,R2-12-47-3_tm_324,R2-12-47-3_tm_325,R2-12-47-3_tm_412,R2-12-47-3_tm_413,R2-12-47-3_tm_414,R2-12-47-3_tm_329,R2-12-47-3_tm_331,R2-12-47-3_tm_485,R2-12-47-3_tm_480,R2-12-47-3_tm_318,R2-12-47-3_tm_320,R2-12-47-3_tm_326,R2-12-47-3_tm_415,R2-12-47-3_tm_416,R2-12-47-3_tm_417,R2-12-47-3_tm_441,R2-12-47-3_tm_479,R2-12-47-3_tm_314,R2-12-47-3_tm_319,R2-12-47-3_tm_421,R2-12-47-3_tm_365,R2-12-47-3_tm_366,R2-12-47-3_tm_367,R2-12-47-3_tm_418,R2-12-47-3_tm_419,R2-12-47-3_tm_420,R2-12-47-3_tm_440,R2-12-47-3_tm_455,R2-12-47-3_tm_315,R2-12-47-3_tm_374,R2-12-47-3_tm_364,R2-12-47-3_tm_368,R2-12-47-3_tm_369,R2-12-47-3_tm_370,R2-12-47-3_tm_454,R2-12-47-3_tm_379,R2-12-47-3_tm_375,R2-12-47-3_tm_376,R2-12-47-3_tm_380,R2-12-47-3_tm_382,R2-12-47-3_tm_377,R2-12-47-3_tm_378,R2-12-47-3_tm_371,R2-12-47-3_tm_381,R2-12-47-3_tm_383,R2-12-47-3_tm_372,R2-12-47-3_tm_373
2021-07-01 05:00:00 CDT,+240.133+0.0754755i,-120.015-207.938j,+240.402+0.205015i,+240.315+0.178145i,-120.358+208.063j,+240.209+0.110227i,+240.098+0.0732368i,-120.036-207.169j,-120.146+207.95j,-120.005-208.044j,-120.287+208.025j,-120.032+207.876j,+240.699+0.469713i,-120.024-207.409j,-120.248+208.012j,-120.008-208.086j,-120.076+207.892j,-120.008-207.905j,-120.181+207.964j,-120.19+207.985j,-120.022-207.9j,-120.014-207.534j,-120.148+207.934j,-120.012-207.978j,+240.292+0.137831i,-120.313+208.041j,+240.271+0.152004i,-120.004-207.949j,-120.348+208.072j,-120.035-208.013j,-120.255+208.037j,+240.881+0.590664i,-119.947-208.748j,-120.276+208.03j,+240.159+0.0790525i,-120.043-208.242j,+240.172+0.0825635i,-120.33+208.087j,-120.004-207.862j,-120.029-207.949j,-120.173+207.979j,+241.123+0.749426i,-119.951-208.625j,-120.164+207.949j,+240.241+0.110997i,-120.027-208.069j,+240.327+0.183397i,+240.197+0.0941576i,+240.225+0.135306i,-120.381+208.094j,-120.38+208.11j,+240.793+0.53057i,-119.987-208.017j,-120.173+207.963j,-120.01-207.903j,+240.103+0.053217i,-119.974+207.853j,+240.343+0.201732i,+240.29+0.157955i,+240.194+0.108501i,-120.01-207.967j,-120.345+208.047j,+239.502-0.317801i,-119.978-208.174j,-120.193+207.984j,-120.015-207.996j,+240.104+0.0521494i,-120.312+208.051j,-120.287+208.041j,+240.148+0.0862052i,+240.243+0.132856i,-120.009-207.994j,-121.116+208.433j,+240.206+0.0991025i,-120.426+208.123j,-120.061-208.22j,-120.053-208.14j,-120.23+208.015j,-120.297+208.06j,-120.027-207.865j,-120.035-207.977j,+240.078+0.0529567i,-120.208+208.001j,-120.528+208.21j,-120.026-207.981j,-120.724+208.298j
2021-07-01 05:30:00 CDT,+240.281+0.154099i,-120.041-208.083j,+240.692+0.348347i,+240.604+0.33495i,-120.64+208.25j,+240.41+0.209375i,+240.383+0.251239i,-120.051-207.207j,-120.302+208.075j,-120.019-208.278j,-120.537+208.196j,-120.157+207.982j,+241.33+0.878609i,-120.044-207.375j,-120.456+208.167j,-120.023-208.321j,-120.199+207.981j,-120.026-208.048j,-120.359+208.094j,-120.397+208.152j,-120.057-208.301j,-120.029-207.579j,-120.316+208.05j,-120.033-208.159j,+240.548+0.251587i,-120.563+208.214j,+240.517+0.281098i,-120.017-208.112j,-120.644+208.284j,-120.071-208.104j,-120.51+208.243j,+241.603+1.06123i,-119.916-209.525j,-120.51+208.202j,+240.308+0.147981i,-120.085-208.568j,+240.344+0.15791i,-120.596+208.295j,-120.019-207.966j,-120.077-208.168j,-120.366+208.142j,+242.006+1.32997i,-119.928-209.285j,-120.334+208.072j,+240.393+0.17596i,-120.059-208.296j,+240.588+0.32144i,+240.382+0.174525i,+240.44+0.254314i,-120.71+208.329j,-120.688+208.344j,+241.52+1.00455i,-119.98-208.445j,-120.342+208.093j,-120.03-208.037j,+240.245+0.117568i,-120.088+207.959j,+240.617+0.354749i,+240.541+0.2865i,+240.379+0.202145i,-120.034-208.249j,-120.731+208.294j,+239.549-0.296347i,-119.964-208.706j,-120.413+208.156j,-120.038-208.165j,+240.217+0.102145i,-120.607+208.263j,-120.568+208.249j,+240.316+0.171721i,+240.465+0.245782i,-120.027-208.358j,-122.028+208.937j,+240.39+0.181047i,-120.78+208.373j,-120.129-208.57j,-120.117-208.448j,-120.467+208.205j,-120.628+208.311j,-120.077-208.022j,-120.084-208.183j,+240.205+0.122438i,-120.434+208.184j,-120.942+208.515j,-120.065-208.188j,-121.25+208.648j
2021-07-01 06:00:00 CDT,+240.379+0.206002i,-120.058-208.181j,+240.898+0.451093i,+240.782+0.431444i,-120.829+208.375j,+240.531+0.269826i,+240.527+0.339051i,-120.065-207.139j,-120.416+208.167j,-120.029-208.44j,-120.713+208.316j,-120.235+208.05j,+241.797+1.18335i,-120.054-207.401j,-120.613+208.284j,-120.034-208.507j,-120.275+208.038j,-120.039-208.132j,-120.486+208.186j,-120.541+208.266j,-120.078-208.006j,-120.04-207.586j,-120.439+208.134j,-120.047-208.276j,+240.649+0.296286i,-120.733+208.331j,+240.67+0.361839i,-120.026-208.233j,-120.845+208.427j,-120.118-208.401j,-120.673+208.375j,+242.129+1.406i,-119.891-210.091j,-120.667+208.32j,+240.418+0.19935i,-120.113-208.796j,+240.461+0.209521i,-120.772+208.433j,-120.03-208.036j,-120.117-208.388j,-120.505+208.256j,+242.62+1.73629i,-119.907-209.804j,-120.456+208.161j,+240.536+0.238801i,-120.082-208.458j,+240.773+0.420402i,+240.507+0.229551i,+240.594+0.340943i,-120.929+208.484j,-120.9+208.503j,+241.969+1.29759i,-119.97-208.801j,-120.464+208.187j,-120.044-208.128j,+240.333+0.157608i,-120.148+208.02j,+240.815+0.466503i,+240.624+0.330708i,+240.506+0.26796i,-120.047-208.492j,-121.016+208.472j,+239.495-0.33848i,-119.954-209.077j,-120.609+208.307j,-120.053-208.293j,+240.403+0.185214i,-120.802+208.402j,-120.767+208.395j,+240.426+0.22902i,+240.601+0.315852i,-120.038-208.636j,-122.626+209.266j,+240.532+0.243964i,-121.028+208.547j,-120.168-208.741j,-120.159-208.65j,-120.625+208.332j,-120.841+208.473j,-120.108-208.108j,-120.117-208.308j,+240.296+0.173235i,-120.583+208.304j,-121.215+208.717j,-120.091-208.346j,-121.613+208.888j
2021-07-01 06:30:00 CDT,+240.401+0.216864i,-120.055-208.19j,+240.93+0.465717i,+240.831+0.456818i,-120.854+208.392j,+240.566+0.28574i,+240.575+0.36822i,-120.063-207.138j,-120.426+208.176j,-120.025-208.454j,-120.375+208.121j,-120.234+208.053j,+241.817+1.19425i,-120.055-207.337j,-120.623+208.293j,-120.031-208.518j,-120.153+207.968j,-120.036-208.143j,-120.494+208.192j,-120.544+208.273j,-120.074-208.485j,-120.037-207.586j,-120.435+208.133j,-120.039-208.198j,+240.689+0.312195i,-120.753+208.345j,+240.711+0.382108i,-120.022-208.228j,-120.424+208.186j,-120.039-208.212j,-120.694+208.395j,+242.177+1.43606i,-119.886-210.129j,-120.692+208.338j,+240.432+0.204295i,-120.113-208.831j,+240.484+0.217829i,-120.799+208.454j,-120.026-208.037j,-120.11-208.392j,-120.506+208.261j,+242.767+1.83322i,-119.901-209.846j,-120.468+208.171j,+240.564+0.249669i,-120.08-208.471j,+240.807+0.436274i,+240.531+0.238279i,+240.618+0.353355i,-120.956+208.505j,-120.926+208.524j,+242.09+1.37655i,-119.965-208.842j,-120.477+208.198j,-120.042-208.131j,+240.355+0.165586i,-120.147+208.024j,+240.844+0.481634i,+240.667+0.352665i,+240.529+0.278425i,-120.041-208.473j,-121.006+208.472j,+239.503-0.335727i,-119.948-209.118j,-120.632+208.326j,-120.051-208.296j,+240.422+0.192594i,-120.826+208.42j,-120.788+208.415j,+240.443+0.237121i,+240.639+0.334356i,-120.034-208.592j,-122.76+209.337j,+240.552+0.252249i,-121.054+208.57j,-120.149-208.603j,-120.155-208.669j,-120.64+208.348j,-120.952+208.552j,-120.102-208.106j,-120.112-208.314j,+240.297+0.172732i,-120.596+208.32j,-121.267+208.757j,-120.085-208.351j,-121.672+208.928j
2021-07-01 07:00:00 CDT,+240.436+0.235198i,-120.067-208.233j,+241.026+0.513707i,+240.914+0.502974i,-120.943+208.45j,+240.61+0.306641i,+240.619+0.395334i,-120.07-207.109j,-120.42+208.176j,-120.032-208.518j,-120.821+208.389j,-120.268+208.076j,+242.035+1.3383i,-120.06-207.346j,-120.696+208.347j,-120.038-208.606j,-120.185+207.991j,-120.043-208.172j,-120.552+208.234j,-120.61+208.316j,-120.094-208.576j,-120.047-207.544j,-120.494+208.172j,-120.048-208.251j,+240.761+0.345814i,-120.839+208.403j,+240.77+0.414288i,-120.029-208.285j,-120.961+208.502j,-120.132-208.447j,-120.652+208.307j,+242.422+1.59913i,-119.873-210.391j,-120.76+208.388j,+240.479+0.226611i,-120.128-208.932j,+240.532+0.240655i,-120.884+208.519j,-120.034-208.063j,-120.136-208.48j,-120.572+208.306j,+243.025+2.00565i,-119.891-210.086j,-120.517+208.207j,+240.625+0.276747i,-120.093-208.546j,+240.892+0.483396i,+240.585+0.263428i,+240.688+0.389391i,-121.058+208.568j,-121.023+208.587j,+242.301+1.51636i,-120.188-204.645j,-120.529+208.238j,-120.048-208.166j,+240.387+0.181553i,-120.165+208.038j,+240.934+0.52955i,+240.725+0.379076i,+240.582+0.302338i,-120.056-208.607j,-121.145+208.549j,+239.44-0.378348i,-119.943-209.287j,-120.691+208.372j,-120.058-208.352j,+240.476+0.217547i,-120.919+208.478j,-120.886+208.475j,+240.493+0.259354i,+240.691+0.357673i,-120.048-208.743j,-122.982+209.453j,+240.616+0.281681i,-121.175+208.643j,-120.195-208.89j,-120.185-208.781j,-120.715+208.397j,-121.048+208.615j,-120.127-208.164j,-120.137-208.393j,+240.337+0.191805i,-120.664+208.364j,-121.386+208.835j,-120.107-208.445j,-121.842+209.031j
2021-07-01 07:30:00 CDT,+240.517+0.282305i,-120.087-208.33j,+241.197+0.602385i,+241.092+0.605132i,-121.126+208.569j,+240.726+0.371394i,+240.799+0.512415i,-120.082-207.136j,-120.519+208.254j,-120.044-208.665j,-120.991+208.502j,-120.351+208.147j,+242.388+1.5728i,-120.073-207.347j,-120.831+208.444j,-120.05-208.773j,-120.269+208.05j,-120.059-208.265j,-120.675+208.321j,-120.747+208.426j,-120.124-208.749j,-120.059-207.576j,-120.592+208.239j,-120.064-208.363j,+240.915+0.419265i,-121.002+208.513j,+240.512+0.266631i,-120.041-208.38j,-121.157+208.642j,-120.172-208.607j,-120.943+208.586j,+242.844+1.88065i,-119.855-210.855j,-120.908+208.494j,+240.358+0.223942i,-120.158-209.15j,+240.633+0.288911i,-121.064+208.657j,-120.048-208.132j,-120.174-208.62j,-120.708+208.42j,+243.596+2.39121i,-119.873-210.552j,-120.628+208.284j,+240.751+0.336812i,-120.116-208.691j,+241.037+0.567052i,+240.685+0.31196i,+240.795+0.463848i,-121.278+208.724j,-121.228+208.743j,+242.772+1.83061i,-119.955-209.307j,-120.638+208.319j,-120.061-208.246j,+240.455+0.217017i,-120.247+208.113j,+241.084+0.628529i,+240.863+0.463341i,+240.673+0.362567i,-120.078-208.817j,-121.373+208.698j,+239.464-0.366369i,-119.94-209.547j,-120.662+208.36j,-120.063-208.272j,+240.631+0.288743i,-121.107+208.614j,-121.069+208.61j,+240.248+0.239107i,+240.809+0.431497i,-120.07-208.931j,-123.592+209.785j,+240.73+0.334014i,-121.4+208.803j,-120.246-209.119j,-120.234-208.985j,-120.871+208.521j,-121.274+208.785j,-120.167-208.268j,-120.177-208.53j,+240.377+0.229062i,-120.817+208.486j,-121.668+209.04j,-120.14-208.59j,-122.204+209.268j
2021-07-01 08:00:00 CDT,+240.592+0.311031i,-120.045-208.258j,+241.352+0.669727i,+241.236+0.671938i,-121.241+208.638j,+240.829+0.405386i,+240.927+0.580003i,-120.084-207.112j,-120.581+208.296j,-120.042-208.767j,-121.094+208.565j,-120.366+208.142j,+242.716+1.77681i,-120.074-207.37j,-120.926+208.507j,-120.047-208.898j,-120.308+208.072j,-120.058-208.323j,-120.739+208.362j,-120.792+208.433j,-120.124-208.884j,-120.058-207.546j,-120.475+208.096j,-120.065-208.447j,+241.053+0.47072i,-121.103+208.575j,+241.041+0.551033i,-120.037-208.464j,-121.248+208.673j,-120.183-208.777j,-120.678+208.221j,+243.21+2.11185i,-119.83-211.242j,-121.001+208.556j,+240.657+0.303133i,-120.089-209.086j,+240.734+0.323616i,-121.171+208.735j,-120.045-208.179j,-120.18-208.739j,-120.593+208.239j,+243.949+2.61609i,-119.851-210.907j,-120.694+208.324j,+240.936+0.40843i,-120.119-208.798j,+241.188+0.635046i,+240.795+0.349467i,+240.93+0.507307i,-121.382+208.763j,-121.092+208.531j,+243.096+2.03352i,-119.942-209.553j,-120.707+208.364j,-120.066-208.318j,+240.538+0.244113i,-120.238+208.085j,+241.248+0.689036i,+240.995+0.500328i,+240.592+0.291443i,-120.07-208.997j,-121.519+208.751j,+239.467-0.38062i,-119.926-209.803j,-120.916+208.539j,-120.079-208.558j,+240.728+0.322707i,-121.195+208.643j,-121.155+208.64j,+240.673+0.335126i,+240.93+0.463107i,-120.061-209.135j,-123.903+209.915j,+240.838+0.372705i,-121.519+208.851j,-120.26-209.291j,-120.246-209.137j,-120.868+208.498j,-121.369+208.825j,-120.172-208.344j,-120.183-208.635j,+240.471+0.248201i,-120.867+208.498j,-121.799+209.104j,-120.141-208.714j,-122.405+209.364j
2021-07-01 08:30:00 CDT,+240.338+0.250633i,-119.961-208.012j,+241.399+0.699497i,+241.289+0.706864i,-120.973+208.487j,+240.868+0.433408i,+240.974+0.619451i,-120.084-207.11j,-120.607+208.318j,-120.04-208.801j,-121.14+208.598j,-120.387+208.173j,+242.803+1.84683i,-120.077-207.337j,-120.964+208.536j,-120.048-208.934j,-120.106+207.867j,-120.057-208.342j,-120.769+208.386j,-120.829+208.482j,-119.934-208.208j,-120.06-207.55j,-120.498+208.112j,-120.065-208.468j,+241.108+0.500708i,-121.148+208.607j,+241.085+0.580097i,-120.035-208.48j,-121.303+208.731j,-120.092-208.56j,-120.722+208.275j,+243.317+2.19672i,-119.822-211.366j,-121.048+208.59j,+240.463+0.269277i,-120.172-209.359j,+240.761+0.340546i,-121.22+208.775j,-120.044-208.188j,-120.167-208.737j,-120.628+208.288j,+237.711+0.48797i,-119.845-211.014j,-120.728+208.348j,+240.964+0.427573i,-120.125-208.837j,+241.225+0.659769i,+240.824+0.367257i,+240.972+0.5403i,-121.444+208.826j,-121.369+208.832j,+243.226+2.13439i,-119.939-209.626j,-120.741+208.39j,-120.068-208.328j,+240.555+0.256842i,-120.259+208.123j,+241.308+0.732101i,+241.131+0.579727i,+240.831+0.422674i,-120.054-209j,-121.578+208.809j,+239.458-0.374519i,-119.927-209.819j,-120.961+208.574j,-120.081-208.578j,+240.742+0.338928i,-121.24+208.695j,-121.2+208.693j,+240.713+0.365655i,+240.987+0.501736i,-120.045-209.145j,-124.087+210.033j,+240.853+0.389317i,-121.577+208.912j,-120.258-209.38j,-120.237-209.161j,-120.907+208.549j,-121.433+208.892j,-120.161-208.338j,-120.172-208.639j,+240.5+0.273535i,-120.908+208.55j,-121.88+209.182j,-120.128-208.714j,-122.507+209.45j
2021-07-01 09:00:00 CDT,+240.625+0.341117i,-120.005-208.151j,+241.444+0.727978i,+241.319+0.73347i,-121.346+208.716j,+240.882+0.449841i,+240.996+0.638007i,-120.079-207.069j,-120.638+208.354j,-120.04-208.821j,-121.193+208.64j,-120.416+208.207j,+242.916+1.92559i,-119.062-202.293j,-121.005+208.579j,-120.044-208.958j,-120.353+208.117j,-120.059-208.344j,-120.809+208.421j,-120.877+208.531j,-120.115-208.758j,-120.056-207.515j,-120.722+208.332j,-120.071-208.572j,+241.129+0.521137i,-121.199+208.65j,+241.095+0.600118i,-120.038-208.495j,-121.366+208.787j,-120.179-208.792j,-121.105+208.715j,+243.445+2.2853i,-119.802-211.469j,-121.086+208.633j,+240.698+0.334638i,-120.171-209.388j,+240.771+0.355916i,-121.271+208.821j,-120.046-208.188j,-120.118-208.589j,-120.742+208.416j,+244.199+2.80123i,-118.753-205.484j,-120.757+208.384j,+240.998+0.447756i,-120.063-208.683j,+240.468+0.468385i,+240.831+0.383372i,+240.983+0.566884i,-121.509+208.884j,-121.212+208.653j,+243.335+2.2095i,-119.923-209.68j,-120.771+208.427j,-120.058-208.319j,+240.552+0.268541i,-120.283+208.158j,+241.329+0.764648i,+241.138+0.603626i,+240.833+0.443242i,-119.573-206.521j,-119.73+207.208j,+239.433-0.38886i,-119.91-209.877j,-120.994+208.615j,-120.072-208.58j,+240.713+0.329585i,-121.301+208.751j,-121.261+208.752j,+240.382+0.310246i,+240.914+0.483958i,-120.045-209.185j,-124.219+210.12j,+240.889+0.410222i,-121.65+208.977j,-120.263-209.398j,-120.24-209.167j,-120.958+208.603j,-121.495+208.953j,-120.163-208.323j,-120.057-208.261j,+240.493+0.29144i,-120.955+208.601j,-121.954+209.251j,-120.133-208.727j,-122.606+209.527j
2021-07-01 09:30:00 CDT,+240.63+0.346087i,-120.083-208.42j,+241.042+0.642999i,+241.351+0.750758i,-121.363+208.719j,+240.746+0.421561i,+241.02+0.655329i,-120.074-207.068j,-120.604+208.276j,-120.032-208.829j,-121.208+208.643j,-120.408+208.182j,+242.947+1.9466i,-119.045-202.219j,-121.009+208.567j,-119.869-208.303j,-120.486+208.184j,-120.049-208.342j,-120.815+208.419j,-120.675+208.29j,-120.114-208.792j,-120.054-207.511j,-120.724+208.323j,-119.93-208.146j,+241.161+0.53316i,-121.212+208.651j,+241.131+0.614578i,-120.028-208.493j,-121.133+208.532j,-120.099-208.597j,-120.98+208.542j,+243.49+2.31628i,-119.792-211.519j,-121.094+208.622j,+240.474+0.289588i,-120.171-209.415j,+240.792+0.363147i,-121.289+208.828j,-120.037-208.186j,-120.175-208.777j,-120.825+208.491j,+244.292+2.86539i,-119.815-211.168j,-120.758+208.369j,+240.676+0.395375i,-120.084-208.757j,+241.28+0.699564i,+240.858+0.390978i,+240.993+0.567413i,-121.518+208.863j,-121.215+208.628j,+243.41+2.26091i,-119.914-209.723j,-120.425+208.038j,-120.048-208.311j,+240.574+0.274069i,-119.808+207.669j,+241.346+0.769066i,+241.158+0.608275i,+240.842+0.442226i,-120.055-209.066j,-121.658+208.845j,+239.43-0.391292i,-119.903-209.896j,-121+208.604j,-119.92-208.12j,+240.721+0.333736i,-121.301+208.722j,-121.263+208.726j,+240.384+0.306569i,+240.929+0.486702i,-120.046-209.201j,-124.301+210.132j,+240.898+0.414873i,-121.657+208.955j,-120.265-209.442j,-120.243-209.207j,-120.955+208.575j,-121.507+208.935j,-120.164-208.347j,-120.057-208.286j,+240.49+0.284259i,-120.952+208.574j,-121.977+209.239j,-120.134-208.756j,-122.64+209.52j
2021-07-01 10:00:00 CDT,+240.63+0.345128i,-120.034-208.281j,+241.478+0.745935i,+241.365+0.756996i,-121.362+208.703j,+240.882+0.452054i,+233.754-1.89852i,-120.073-207.055j,-120.601+208.262j,-120.024-208.833j,-121.204+208.625j,-120.376+208.127j,+242.984+1.97643i,-120.063-207.298j,-121.015+208.561j,-120.034-208.988j,-120.473+208.164j,-120.042-208.341j,-120.801+208.396j,-120.638+208.216j,-120.108-208.951j,-120.047-207.482j,-120.526+208.118j,-119.969-208.3j,+241.173+0.536618i,-121.204+208.628j,+241.14+0.617471i,-120.016-208.492j,-121.342+208.694j,-120.091-208.597j,-120.602+208.069j,+243.533+2.35082i,-119.789-211.581j,-121.098+208.616j,+240.707+0.340306i,-120.084-209.203j,+240.799+0.363854i,-121.074+208.565j,-119.885-207.727j,-120.162-208.714j,-120.63+208.232j,+244.317+2.88811i,-119.812-211.225j,-120.757+208.358j,+241.019+0.458206i,-120.013-208.589j,+241.297+0.707201i,+240.866+0.393023i,+240.432+0.415911i,-121.49+208.789j,-121.223+208.678j,+243.443+2.28853i,-119.912-209.762j,-120.773+208.404j,-120.049-208.319j,+240.577+0.273652i,-119.755+207.584j,+240.681+0.589946i,+241.112+0.596638i,+240.788+0.432295i,-119.556-206.522j,-119.671+207.075j,+239.398-0.407395i,-119.901-209.936j,-120.95+208.559j,-119.92-208.129j,+240.667+0.311263i,-121.273+208.654j,-120.568+207.996j,+240.259+0.279656i,+240.311+0.369278i,-120.039-209.221j,-124.288+210.062j,+240.897+0.416942i,-121.624+208.869j,-120.173-209.214j,-120.217-209.011j,-120.909+208.481j,-121.465+208.845j,-120.153-208.338j,-120.166-208.662j,+240.438+0.273715i,-120.652+208.207j,-121.94+209.152j,-120.128-208.764j,-122.629+209.456j
2021-07-01 10:30:00 CDT,+240.613+0.349232i,-119.85-207.451j,+241.036+0.654504i,+241.341+0.76455i,-121.369+208.705j,+240.883+0.464531i,+241.006+0.665413i,-118.603-199.867j,-120.696+208.374j,-120.018-208.811j,-121.211+208.623j,-120.389+208.156j,+242.962+1.97919i,-120.057-207.268j,-121.017+208.562j,-120.034-208.98j,-120.054+207.747j,-120.035-208.315j,-120.807+208.392j,-120.655+208.258j,-120.095-208.918j,-119.517-204.767j,-120.527+208.114j,-119.826-207.836j,+241.132+0.540633i,-120.57+207.999j,+241.099+0.622533i,-120.013-208.468j,-121.364+208.74j,-120.077-208.561j,-121.095+208.666j,+243.516+2.35673i,-119.782-211.563j,-121.102+208.617j,+240.322+0.261769i,-120.167-209.428j,+240.336+0.289064i,-121.076+208.557j,-119.881-207.702j,-120.09-208.508j,-120.493+208.094j,+237.678+0.569079i,-119.805-211.216j,-120.277+207.887j,+240.648+0.397537i,-120.117-208.867j,+240.451+0.484955i,+240.822+0.395859i,+240.975+0.577049i,-121.047+208.383j,-121.434+208.849j,+243.443+2.30592i,-119.905-209.756j,-120.775+208.404j,-120.042-208.297j,+240.53+0.27523i,-119.77+207.625j,+241.337+0.783752i,+241.142+0.617082i,+240.66+0.414626i,-120.035-209.047j,-121.654+208.818j,+239.376-0.404244i,-119.897-209.888j,-120.953+208.56j,-119.912-208.106j,+240.711+0.344725i,-121.292+208.698j,-121.247+208.691j,+240.695+0.389146i,+240.334+0.386996i,-120.027-209.174j,-124.331+210.12j,+240.88+0.421932i,-121.647+208.923j,-120.161-209.18j,-120.224-209.185j,-120.931+208.534j,-121.421+208.855j,-120.125-208.137j,-120.154-208.63j,+240.464+0.288749i,-120.675+208.259j,-121.971+209.211j,-120.114-208.73j,-122.658+209.508j
2021-07-01 11:00:00 CDT,+240.337+0.273172i,-119.863-207.736j,+241.336+0.725456i,+241.359+0.771807i,-121.377+208.728j,+240.723+0.432079i,+241.068+0.585515i,-120.058-207.023j,-120.703+208.395j,-120.012-208.799j,-121.224+208.653j,-120.399+208.172j,+240.831+1.2269i,-120.046-207.248j,-121.026+208.589j,-120.022-208.964j,-120.055+207.765j,-120.03-208.307j,-120.814+208.42j,-120.867+208.488j,-119.911-208.194j,-120.036-207.441j,-120.726+208.325j,-119.956-208.263j,+241.159+0.549461i,-121.221+208.654j,+241.117+0.629953i,-120.002-208.45j,-121.379+208.757j,-120.161-208.788j,-120.763+208.276j,+243.538+2.36813i,-119.77-211.545j,-121.11+208.644j,+240.699+0.348434i,-120.054-209.202j,+240.781+0.374989i,-121.088+208.589j,-119.734-207.248j,-120.151-208.674j,-120.659+208.285j,+244.313+2.8994i,-118.684-205.381j,-120.766+208.385j,+240.952+0.439031i,-120-208.56j,+241.273+0.719061i,+240.431+0.328748i,+240.416+0.433995i,-121.53+208.857j,-121.213+208.61j,+243.465+2.31747i,-119.893-209.735j,-120.783+208.431j,-120.03-208.276j,+240.542+0.282565i,-119.778+207.637j,+240.668+0.610004i,+241.105+0.619743i,+240.63+0.417905i,-120.035-209.039j,-121.673+208.839j,+239.385-0.401875i,-118.892-204.735j,-120.961+208.587j,-119.915-208.133j,+240.73+0.353572i,-121.307+208.714j,-121.267+208.714j,+239.903+0.221629i,+240.949+0.536173i,-120.026-209.167j,-124.333+210.134j,+240.899+0.431047i,-121.254+208.543j,-120.158-209.166j,-120.221-209.167j,-121.015+208.6j,-121.44+208.878j,-120.139-208.288j,-120.032-208.23j,+240.425+0.292339i,-120.948+208.557j,-121.988+209.233j,-120.115-208.722j,-122.678+209.529j
2021-07-01 11:30:00 CDT,+240.608+0.361515i,-119.943-208.008j,+240.922+0.650297i,+240.595+0.582134i,-121.062+208.371j,+240.733+0.445505i,+233.632-1.9108i,-120.077-207.047j,-120.738+208.395j,-120.038-208.871j,-121.285+208.659j,-120.411+208.176j,+243.037+2.06121i,-120.068-207.276j,-121.072+208.588j,-120.038-209.032j,-120.275+207.951j,-120.057-208.36j,-120.866+208.417j,-120.688+208.291j,-120.078-208.94j,-119.516-204.734j,-120.564+208.136j,-119.983-208.322j,+241.179+0.584687i,-120.638+208.032j,+241.059+0.640822i,-120.041-208.521j,-121.175+208.548j,-119.959-208.242j,-120.803+208.316j,+243.607+2.45158i,-119.782-211.721j,-121.157+208.643j,+240.463+0.306289i,-120.076-209.286j,+240.732+0.378458i,-121.361+208.847j,-120.051-208.195j,-119.965-208.214j,-120.746+208.385j,+244.417+3.00749i,-119.805-211.372j,-120.316+207.9j,+240.947+0.451364i,-120.082-208.796j,+240.06+0.407006i,+240.04+0.271333i,+241.032+0.609513i,-121.571+208.888j,-121.253+208.643j,+239.126+0.845162i,-119.908-209.886j,-120.819+208.423j,-120.057-208.322j,+239.874+0.148026i,-120.252+208.107j,+241.408+0.824388i,+241.202+0.650179i,+240.873+0.476567i,-120.01-209.086j,-119.722+207.145j,+239.319-0.410473i,-118.909-204.832j,-120.881+208.418j,-119.927-208.14j,+240.666+0.356781i,-121.343+208.743j,-121.299+208.741j,+240.743+0.414144i,+241.043+0.562977i,-120.002-209.213j,-124.491+210.216j,+240.092+0.297235i,-121.711+208.979j,-120.229-209.451j,-119.989-208.592j,-121.034+208.619j,-121.48+208.911j,-120.122-208.294j,-120.132-208.626j,+240.503+0.310179i,-120.71+208.299j,-122.045+209.277j,-120.095-208.747j,-122.761+209.585j
